conversation_id,use_case,sender_id,user_message,bot_message,created_time,intent,entities
158,uc_s1,3132674713460322,Shop còn xe đây vinng màu đen ko ạ,,2020-07-21 01:54:55,query_knowledge_base,"xe đây,vinng,màu đen,"
158,,3132674713460322,,,2020-07-21 01:54:55,,
158,,3132674713460322,,,2020-07-21 01:55:08,send_link,"https://scontent.xx.fbcdn.net/v/t1.15752-9/110318200_1338994222957564_4365789314483929621_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=cLdbr6IZoqUAX-krdKf&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=bf1e58990619de345db5f51e28fb37e8&oe=5F3D5129,"
158,,3132674713460322,,Sản phẩm Xe đẩy đảo chiều gấp gọn VINNG hiện shop đang *còn hàng*. Mời bạn xem thông tin chi tiết sản phẩm tại link sau ạ!,2020-07-21 01:55:10,,
158,,3132674713460322,,,2020-07-21 01:55:10,,
178,uc_s2,1913323362053222,Cho mình xin giá? ,,2020-07-19 06:04:31,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/109781031_1874850859323170_8040414864510937460_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=Z7ibbS7QNIwAX---yER&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=152fe116a51f9db5d92fdee1db0fee80&oe=5F3ABBDC,price,"
178,,1913323362053222,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-19 06:04:33,,
178,,1913323362053222,,,2020-07-19 06:04:33,,
178,,1913323362053222,,,2020-07-19 06:04:33,,
181,uc_s2,1879770718787538,E xin giá ,,2020-07-19 04:48:39,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/110062384_3353293058063947_8806124917004326772_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=KZ7E2OadMQIAX-YnGsC&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=3399a4fbd9973b1d5a25b9fdb992b199&oe=5F39193C,price,"
181,,1879770718787538,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-19 04:48:41,,
181,,1879770718787538,,,2020-07-19 04:48:41,,
181,,1879770718787538,,,2020-07-19 04:48:41,,
185,,2044540978967293,B ơi,,2020-07-18 09:24:47,greet,
185,,2044540978967293,,"Chào Nguyen Bich Ngoc, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-18 09:24:47,,
185,uc_s2,2044540978967293,Vali cừu bên bạn bán bao nhiêu,,2020-07-18 09:24:59,query_knowledge_base,"vali,price,"
185,,2044540978967293,,,2020-07-18 09:24:59,,
185,,2044540978967293,,,2020-07-18 09:32:35,send_link,"https://scontent.xx.fbcdn.net/v/t1.15752-9/107728035_783599725710428_2442139261186351441_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=KaxKMoEPLDcAX8z2ggm&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=fe62893037fc1fbd35040d01abbfb243&oe=5F36CF27,"
185,,2044540978967293,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-18 09:32:37,,
185,,2044540978967293,,,2020-07-18 09:32:37,,
185,,2044540978967293,,,2020-07-18 09:32:37,,
185,,2044540978967293,Alo,,2020-07-18 14:57:15,greet,
185,,2044540978967293,,"Chào Nguyen Bich Ngoc, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-18 14:57:15,,
185,,2044540978967293,Báo giá giúp m vali cừu với,,2020-07-18 14:57:26,query_knowledge_base,"price,"
185,,2044540978967293,,"Sản phẩm Đàn có giá bán thấp nhất từ: *328,000 VND*, bạn vui lòng bấm vào sản phẩm để xem thông tin chi tiết ạ!",2020-07-18 14:57:27,,
185,,2044540978967293,,,2020-07-18 14:57:27,,
185,,2044540978967293,Alo,,2020-07-18 15:09:58,greet,
185,,2044540978967293,,"Chào Nguyen Bich Ngoc, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-18 15:09:58,,
187,uc_s2,1535523393201602,Ghế này giá bn vậy shop ,,2020-07-18 07:52:06,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/108168095_217602216111553_2055020972429698405_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=DWhUEHXRqTUAX__vpbT&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=bcaef7822c3c0b63e7dd9260f8c7b172&oe=5F37090C,ghe,này,price,"
187,,1535523393201602,,,2020-07-18 07:52:08,,
187,,1535523393201602,Báo giá giúp mình b ơi,,2020-07-18 09:31:35,query_knowledge_base,"price,"
187,,1535523393201602,,,2020-07-18 09:31:35,,
187,,1535523393201602,Báo giá giúp mình b ơi,,2020-07-18 12:37:33,query_knowledge_base,"price,"
187,,1535523393201602,,"Dạ, bạn chờ trong ít phút shop kiểm tra kho hàng rồi báo lại bạn ngay ạ! ^^",2020-07-18 12:37:33,,
188,uc_s1,3519435508127742,Bạn ơi bộ này còn ko a ,,2020-07-18 03:39:28,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/109344905_2626123754155034_6103598816482762885_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=eHIxK0umwYQAX_Tegdy&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=58dfe805b844f21d6ad0fc2045af4c8a&oe=5F3618E8,bộ này,"
188,,3519435508127742,,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-07-18 03:39:30,,
188,,3519435508127742,Bạn ơi?,,2020-07-18 07:59:28,greet,
188,,3519435508127742,,"Chào Phan Ngoc Diep, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-18 07:59:28,,
188,,3519435508127742,Còn ko vậy,,2020-07-18 08:40:05,query_knowledge_base,
188,,3519435508127742,,"Dạ, bạn chờ trong ít phút shop kiểm tra kho hàng rồi báo lại bạn ngay ạ! ^^",2020-07-18 08:40:06,,
190,,4251317114908612,/start_conversation,,2020-07-17 15:21:26,start_conversation,
190,,4251317114908612,,"Chào Trương Đình Đình, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-17 15:21:27,,
190,uc_s1,4251317114908612,Cho mình hỏi sp này còn k ạ? ,,2020-07-17 15:22:15,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/109071490_989408488179123_2557690915713792947_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=rhh7Vk-B5mkAX9EXJjW&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=5f77eb85dc7aed572672893bcb9b700c&oe=5F361759,sp này,"
190,,4251317114908612,,"Dạ, bạn chờ trong ít phút shop kiểm tra kho hàng rồi báo lại bạn ngay ạ! ^^",2020-07-17 15:22:18,,
194,,3128674130546062,/start_conversation,,2020-07-17 06:01:53,start_conversation,
194,,3128674130546062,,"Chào Quan Do, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-17 06:01:53,,
194,uc_s2,3128674130546062,Xin giá ,,2020-07-17 06:02:11,greet,"https://scontent.xx.fbcdn.net/v/t1.15752-9/109808952_319928749034098_6002254674412609877_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=tb4fOFlAPY8AX82RyNo&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=677ffb2a4686def5d3a0487e333f1171&oe=5F3861EB,price,"
194,,3128674130546062,,Bạn đang tìm kiếm thông tin gì ạ?,2020-07-17 06:02:11,,
214,,2977452425685758,/start_conversation,,2020-07-15 08:02:21,start_conversation,
214,,2977452425685758,,"Chào Hà Phạm, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-15 08:02:22,,
214,uc_s2,2977452425685758,Báo giá m bạn ơi ,,2020-07-15 08:02:38,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/107609523_378318633140895_1985549523274378275_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=TEfxbhqsJycAX8s6nUj&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=82ba29da1cf711febc98150e03a8a8a3&oe=5F347BA8,price,"
214,,2977452425685758,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-15 08:02:40,,
214,,2977452425685758,,,2020-07-15 08:02:40,,
214,,2977452425685758,,,2020-07-15 08:02:40,,
214,,2977452425685758,"/disagree{""object_type"": null}",,2020-07-15 08:03:14,disagree,
214,,2977452425685758,,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,2020-07-15 08:03:14,,
214,,2977452425685758,Nó đây,,2020-07-15 08:04:22,query_knowledge_base,
214,,2977452425685758,,"Dạ, bạn chờ trong ít phút shop kiểm tra kho hàng rồi báo lại bạn ngay ạ! ^^",2020-07-15 08:04:23,,
217,uc_s2,4063743027033432,Xe này bn v shop ,,2020-07-15 06:38:34,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/109420866_212506723332891_195394261480265609_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_oc=AQmh5n1zSlryqjpfYQbaFg-5kizOSW-QVhJouA-QUJy_t9WkwdIbvetAqfOMSOtM2awq01M5-FmeUc1oESYt4Y8f&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=69e5772d7717a38c452feddd10b993f8&oe=5F348670,xe,này,price,"
217,,4063743027033432,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-15 06:38:36,,
217,,4063743027033432,,,2020-07-15 06:38:36,,
217,,4063743027033432,,,2020-07-15 06:38:36,,
221,uc_s2,1303792859725483,Giá bn vậy shop ,,2020-07-15 02:54:59,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/108110731_3380563448640578_1418154036690724440_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQlXHKna8mUtOaAEG3YF0EbbMWozFvaTetPwVYJspb2EXRqtpxaVzZe87Cg7Ou2HmxMLfAsn-zt3ddu0EHYAjiDM&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=fa30c449e3b194e077e71f3ee73aa149&oe=5F3498AC,price,"
221,,1303792859725483,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-15 02:55:01,,
221,,1303792859725483,,,2020-07-15 02:55:01,,
221,,1303792859725483,,,2020-07-15 02:55:01,,
221,,1303792859725483,"/disagree{""object_type"": null}",,2020-07-15 02:57:23,disagree,
221,,1303792859725483,,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,2020-07-15 02:57:23,,
225,uc_s2,1531390636884407,b ơi máy này bên m bán bn ạ ,,2020-07-15 01:39:57,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/109467695_887197295116172_59055688091867734_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_oc=AQlr2I9JWNVZ9Em6jbSj8jq-c3N0Jtp-sQMtgNnOX6VmxI9oWgG2hhY-So2fdDGOy9COEV-AViCTiSer1WtjyAck&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=932a0ad93a6918d989e58809db5d07bb&oe=5F322748,may,này,price,"
225,,1531390636884407,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-15 01:40:00,,
225,,1531390636884407,,,2020-07-15 01:40:00,,
225,,1531390636884407,,,2020-07-15 01:40:00,,
226,,3099415966808586,/start_conversation,,2020-07-14 12:47:43,start_conversation,
226,,3099415966808586,,"Chào Trương Tuyền, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-14 12:47:44,,
226,,3099415966808586,👋🏻,,2020-07-14 12:47:53,ignore,
226,uc_s1,3099415966808586,Cho e hỏi bên mình còn sản phẩm này ko ạ ,,2020-07-15 01:36:20,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/109868122_675328076391315_1649207026110575466_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_oc=AQk-gtjA4ONRwzEHKOVTNGvYgrbgz2QTy2RMOyMmAHjZ8niD6IV5KFbQ-4Pvq6ZIljNrLRgKszoIXFA8k405gnaW&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=5a607d939e1391c4908697395154e233&oe=5F345495,sản phẩm này,"
226,,3099415966808586,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-15 01:36:22,,
226,,3099415966808586,,,2020-07-15 01:36:22,,
226,,3099415966808586,,,2020-07-15 01:36:22,,
231,,1721123881337645,/start_conversation,,2020-07-14 08:36:36,start_conversation,
231,,1721123881337645,,"Chào Nguyễn Thu Hiền, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-14 08:36:37,,
231,uc_s2,1721123881337645,bộ này bao tiền ạ ,,2020-07-14 08:36:52,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/108028015_272961860699739_609882887945856280_n.png?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=SY23-T-igGEAX_AEQQV&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=374b2b1101a0cfd3a0567ec34d430a99&oe=5F34A4CE,bộ này,price,"
231,,1721123881337645,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-14 08:36:54,,
231,,1721123881337645,,,2020-07-14 08:36:54,,
231,,1721123881337645,,,2020-07-14 08:36:54,,
231,,1721123881337645,"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/7601928916"", ""product_id"": ""https://shopee.vn/product/36371562/7601928916""}",,2020-07-14 08:40:01,query_knowledge_base,"https://shopee.vn/product/36371562/7601928916,https://shopee.vn/product/36371562/7601928916,"
231,,1721123881337645,,"Sản phẩm Bàn học, bản chơi lắp ghép Lego cao cấp có giá: *995,000 VND (giá gốc 1,750,000 VND)*, bạn vui lòng bấm vào sản phẩm để xem thông tin chi tiết ạ!",2020-07-14 08:40:01,,
231,,1721123881337645,,,2020-07-14 08:40:01,,
233,uc_s2,1905097636231805,alo mẫu ghế này bn vậy shop ,,2020-07-14 05:23:33,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/107585302_281479722921982_3595317863322276400_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=Cx9E0QT_Xq0AX8skYag&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=da6200c6049db1042d70352d7021579f&oe=5F32B803,ghe,này,price,"
233,,1905097636231805,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-14 05:23:35,,
233,,1905097636231805,,,2020-07-14 05:23:35,,
233,,1905097636231805,,,2020-07-14 05:23:35,,
241,uc_s2,2460085540731535,Bộ này bnhieu b ,,2020-07-14 02:08:16,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/108144566_618363619093348_4641773473179346382_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=wTi3oJHMZXkAX8e7LDV&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=e318206a199bf566503a73f344bc5546&oe=5F30FDB0,bộ này,price,"
241,,2460085540731535,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-14 02:08:18,,
241,,2460085540731535,,,2020-07-14 02:08:18,,
241,,2460085540731535,,,2020-07-14 02:08:18,,
241,,2460085540731535,"/disagree{""object_type"": null}",,2020-07-14 02:08:41,disagree,
241,,2460085540731535,,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,2020-07-14 02:08:41,,
246,uc_s2,2758356020846952,E ơi bảng này bnhieeu ,,2020-07-13 15:38:32,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/107486767_3576272385733826_5621131008893083230_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=mNHfhtIJQbUAX-COpTH&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=ad360111ffe9af8bf151ce63f7853d48&oe=5F30CA51,price,"
246,,2758356020846952,,"Sản phẩm BẢNG VẼ HOLLA 2 in 1 có giá: *790,000 VND (giá gốc 1,090,000 VND)*, bạn vui lòng bấm vào sản phẩm để xem thông tin chi tiết ạ!",2020-07-13 15:38:34,,
246,,2758356020846952,,,2020-07-13 15:38:34,,
246,,2758356020846952,Có kèm bảng chữ và bút không,,2020-07-13 15:40:12,query_knowledge_base,
246,,2758356020846952,,"Sản phẩm BẢNG VẼ HOLLA 2 in 1 hiện shop đang có mức khuyến mãi: *27%*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-07-13 15:40:13,,
246,,2758356020846952,,,2020-07-13 15:40:13,,
250,uc_s2,1622338524530467,bộ này bn vậy shop ,,2020-07-13 09:54:14,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/107443986_274834697071722_6723572982702141412_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=kFbln5Q8uDsAX_lxxAe&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=01eb158bfe6d68c25709fd02b54434b1&oe=5F3336A4,bộ này,price,"
250,,1622338524530467,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-13 09:54:17,,
250,,1622338524530467,,,2020-07-13 09:54:17,,
250,,1622338524530467,,,2020-07-13 09:54:17,,
250,,1622338524530467,"/disagree{""object_type"": null}",,2020-07-13 09:57:18,disagree,
250,,1622338524530467,,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,2020-07-13 09:57:18,,
253,uc_s2,1641451072607610,Bộ này giá bn ? ,,2020-07-13 07:12:14,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/107734304_300353187821898_3655960134390167467_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=WXrzZ53RmzMAX-Akl5M&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=80c23eeaf4b7055193569a8560c79abd&oe=5F337D28,bộ này,price,"
253,,1641451072607610,,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-07-13 07:12:16,,
253,,1641451072607610,,,2020-07-13 07:15:18,send_link,"https://scontent.xx.fbcdn.net/v/t1.15752-9/107609516_300353194488564_3058628256748303256_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=agJf0d_8TCUAX88MkCj&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=79b21eafe420197f78e6baff9a8b6a67&oe=5F3379F7,"
253,,1641451072607610,,"Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",2020-07-13 07:15:22,,
253,,1641451072607610,Bộ này giá bn,,2020-07-13 07:15:30,query_knowledge_base,"bộ này,price,"
253,,1641451072607610,,"Dạ, bạn chờ trong ít phút shop kiểm tra kho hàng rồi báo lại bạn ngay ạ! ^^",2020-07-13 07:15:31,,
256,,2234025483347790,/start_conversation,,2020-07-13 05:18:29,start_conversation,
256,,2234025483347790,,"Chào Trinhh Nguyễn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-13 05:18:30,,
256,uc_s2,2234025483347790,Bộ này bn ạ ,,2020-07-13 05:18:46,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/108972135_319474482418912_4675414140209456266_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=F6mFd3ec89QAX8c_Y5T&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=86a09ae17997d6b475a7f06d6acccf54&oe=5F334E66,bộ này,price,"
256,,2234025483347790,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-13 05:18:48,,
256,,2234025483347790,,,2020-07-13 05:18:48,,
256,,2234025483347790,,,2020-07-13 05:18:48,,
259,uc_s1,2277432655603314,C ơi bên mình còn xe đẩy v3 k ạ,,2020-07-13 04:08:31,query_knowledge_base,"xe_day,"
259,,2277432655603314,,Sản phẩm Xe Đẩy hiện shop đang *còn hàng*. Mời bạn xem thông tin chi tiết sản phẩm tại link sau ạ!,2020-07-13 04:08:32,,
259,,2277432655603314,,,2020-07-13 04:08:32,,
259,,2277432655603314,"/confirm_attribute_value{""brand"": ""Vovo""}",,2020-07-13 04:13:48,confirm_attribute_value,"Vovo,"
259,,2277432655603314,,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,2020-07-13 04:13:48,,
259,,2277432655603314,,,2020-07-13 04:13:48,,
259,,2277432655603314,Cho mình xem các mẫu với ạ,,2020-07-13 04:14:03,query_knowledge_base,
259,,2277432655603314,,Bạn vui lòng bấm vào sản phẩm để xem ảnh và thông tin chi tiết nhé!,2020-07-13 04:14:04,,
259,,2277432655603314,,,2020-07-13 04:14:04,,
259,,2277432655603314,Mình muốn xe để đi du lịch bạn ạ Xe nhỏ kiểu này này bạn ,,2020-07-13 04:14:33,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/106544693_271873744114841_1624343888317698884_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=8DTHKfVW0AsAX8lVpT1&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=27ee4b9062656d11c1f323e1c00d8ba2&oe=5F320E99,xe,nhỏ kiểu này này,"
259,,2277432655603314,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-13 04:14:36,,
259,,2277432655603314,,,2020-07-13 04:14:36,,
259,,2277432655603314,,,2020-07-13 04:14:36,,
